ymd,pref,pref_sub,area,temperature,humidity,hukai_index
2018/12/9,hokkaido_soya,宗谷,北見枝幸,-8.8,78.0,21.222639999999995
2018/12/10,hokkaido_soya,宗谷,北見枝幸,-6.1,74.0,26.308139999999998
2018/12/11,hokkaido_soya,宗谷,北見枝幸,-5.0,81.0,26.657499999999995
2018/12/12,hokkaido_soya,宗谷,北見枝幸,-3.4,82.0,29.059879999999996
2018/12/13,hokkaido_soya,宗谷,北見枝幸,-4.9,72.0,28.542279999999998
2018/12/14,hokkaido_soya,宗谷,北見枝幸,-3.8,87.0,27.508059999999997
2018/12/15,hokkaido_soya,宗谷,北見枝幸,-4.4,83.0,27.251519999999996
2018/12/16,hokkaido_soya,宗谷,北見枝幸,0.1,91.0,33.45809
2018/12/17,hokkaido_soya,宗谷,北見枝幸,0.2,94.0,33.20612
2018/12/18,hokkaido_soya,宗谷,北見枝幸,-3.2,90.0,27.986799999999995
2018/12/19,hokkaido_soya,宗谷,北見枝幸,-4.3,80.0,27.971399999999996
2018/12/20,hokkaido_soya,宗谷,北見枝幸,-3.8,68.0,30.939839999999997
2018/12/21,hokkaido_soya,宗谷,北見枝幸,-1.9,67.0,33.919729999999994
2018/12/22,hokkaido_soya,宗谷,北見枝幸,-0.8,81.0,33.427479999999996
2018/12/23,hokkaido_soya,宗谷,北見枝幸,-1.5,90.0,30.878499999999995
2018/12/24,hokkaido_soya,宗谷,北見枝幸,-6.1,75.0,26.10475
2018/12/25,hokkaido_soya,宗谷,北見枝幸,-2.9,63.0,33.133269999999996
2018/12/26,hokkaido_soya,宗谷,北見枝幸,-5.1,74.0,27.850739999999995
2018/12/27,hokkaido_soya,宗谷,北見枝幸,-9.3,73.0,21.606889999999996
2018/12/28,hokkaido_soya,宗谷,北見枝幸,-5.6,78.0,26.285679999999996
2018/12/29,hokkaido_soya,宗谷,北見枝幸,-4.4,71.0,29.490239999999996
2018/12/30,hokkaido_soya,宗谷,北見枝幸,-1.2,83.0,32.47295999999999
2018/12/31,hokkaido_soya,宗谷,北見枝幸,-3.5,77.0,29.785949999999996
2018/1/1,hokkaido_tokachi,十勝,帯広,-1.6,94.0,30.073039999999995
2018/1/2,hokkaido_tokachi,十勝,帯広,0.0,93.0,33.001
2018/1/3,hokkaido_tokachi,十勝,帯広,-1.7,75.0,32.93575
2018/1/4,hokkaido_tokachi,十勝,帯広,-9.1,76.0,21.214159999999993
2018/1/5,hokkaido_tokachi,十勝,帯広,-9.2,75.0,21.291999999999994
2018/1/6,hokkaido_tokachi,十勝,帯広,-6.6,72.0,25.953519999999997
2018/1/7,hokkaido_tokachi,十勝,帯広,-5.2,66.0,29.252319999999994
2018/1/8,hokkaido_tokachi,十勝,帯広,-4.9,67.0,29.499829999999996
2018/1/9,hokkaido_tokachi,十勝,帯広,-0.4,75.0,34.95399999999999
2018/1/10,hokkaido_tokachi,十勝,帯広,-1.4,44.0,38.26416
2018/1/11,hokkaido_tokachi,十勝,帯広,-8.3,68.0,24.26543999999999
2018/1/12,hokkaido_tokachi,十勝,帯広,-8.8,82.0,20.302159999999994
2018/1/13,hokkaido_tokachi,十勝,帯広,-12.8,76.0,15.433279999999993
2018/1/14,hokkaido_tokachi,十勝,帯広,-12.0,74.0,17.206799999999994
2018/1/15,hokkaido_tokachi,十勝,帯広,-8.7,83.0,20.235209999999995
2018/1/16,hokkaido_tokachi,十勝,帯広,-2.3,67.0,33.33040999999999
2018/1/17,hokkaido_tokachi,十勝,帯広,-4.0,74.0,29.547599999999996
2018/1/18,hokkaido_tokachi,十勝,帯広,-2.4,82.0,30.681679999999993
2018/1/19,hokkaido_tokachi,十勝,帯広,-3.0,65.0,32.644499999999994
2018/1/20,hokkaido_tokachi,十勝,帯広,-8.4,71.0,23.438639999999996
2018/1/21,hokkaido_tokachi,十勝,帯広,-5.2,43.0,33.725359999999995
2018/1/22,hokkaido_tokachi,十勝,帯広,-8.5,47.0,28.738949999999996
2018/1/23,hokkaido_tokachi,十勝,帯広,-6.3,81.0,24.56203
2018/1/24,hokkaido_tokachi,十勝,帯広,-7.7,54.0,28.224579999999996
2018/1/25,hokkaido_tokachi,十勝,帯広,-8.5,54.0,27.148899999999994
2018/1/26,hokkaido_tokachi,十勝,帯広,-4.3,54.0,32.79621999999999
2018/1/27,hokkaido_tokachi,十勝,帯広,-4.4,56.0,32.28864
2018/1/28,hokkaido_tokachi,十勝,帯広,-6.9,58.0,28.455019999999998
2018/1/29,hokkaido_tokachi,十勝,帯広,-7.8,57.0,27.429459999999995
2018/1/30,hokkaido_tokachi,十勝,帯広,-12.8,58.0,20.288239999999995
2018/1/31,hokkaido_tokachi,十勝,帯広,-11.5,63.0,20.803449999999994
2018/2/1,hokkaido_tokachi,十勝,帯広,-9.2,66.0,23.398719999999997
2018/2/2,hokkaido_tokachi,十勝,帯広,-9.8,68.0,22.040639999999993
2018/2/3,hokkaido_tokachi,十勝,帯広,-5.7,70.0,27.722899999999996
2018/2/4,hokkaido_tokachi,十勝,帯広,-3.5,89.0,27.654149999999998
2018/2/5,hokkaido_tokachi,十勝,帯広,-2.5,77.0,31.358249999999995
2018/2/6,hokkaido_tokachi,十勝,帯広,-7.2,78.0,23.754159999999995
2018/2/7,hokkaido_tokachi,十勝,帯広,-6.8,62.0,27.752159999999996
2018/2/8,hokkaido_tokachi,十勝,帯広,-5.9,59.0,29.637809999999995
2018/2/9,hokkaido_tokachi,十勝,帯広,-5.9,57.0,30.040629999999993
2018/2/10,hokkaido_tokachi,十勝,帯広,-6.2,79.0,25.13197999999999
2018/2/11,hokkaido_tokachi,十勝,帯広,-3.5,77.0,29.785949999999996
2018/2/12,hokkaido_tokachi,十勝,帯広,-8.7,46.0,28.713019999999997
2018/2/13,hokkaido_tokachi,十勝,帯広,-12.2,56.0,21.646319999999996
2018/2/14,hokkaido_tokachi,十勝,帯広,-5.8,55.0,30.578899999999997
2018/2/15,hokkaido_tokachi,十勝,帯広,-3.9,57.0,32.789229999999996
2018/2/16,hokkaido_tokachi,十勝,帯広,-6.4,62.0,28.321679999999994
2018/2/17,hokkaido_tokachi,十勝,帯広,-8.3,81.0,21.338229999999996
2018/2/18,hokkaido_tokachi,十勝,帯広,-7.1,48.0,30.311079999999997
2018/2/19,hokkaido_tokachi,十勝,帯広,-11.5,65.0,20.289749999999994
2018/2/20,hokkaido_tokachi,十勝,帯広,-8.2,60.0,26.2072
2018/2/21,hokkaido_tokachi,十勝,帯広,-8.2,58.0,26.65556
2018/2/22,hokkaido_tokachi,十勝,帯広,-10.0,60.0,23.679999999999993
2018/2/23,hokkaido_tokachi,十勝,帯広,-6.1,78.0,25.49458
2018/2/24,hokkaido_tokachi,十勝,帯広,-3.3,43.0,36.07319
2018/2/25,hokkaido_tokachi,十勝,帯広,-7.6,49.0,29.450239999999997
2018/2/26,hokkaido_tokachi,十勝,帯広,-8.4,57.0,26.604879999999994
2018/2/27,hokkaido_tokachi,十勝,帯広,-8.5,59.0,26.013149999999996
2018/2/28,hokkaido_tokachi,十勝,帯広,-8.0,64.0,25.599199999999996
2018/3/1,hokkaido_tokachi,十勝,帯広,-5.5,89.0,24.271949999999997
2018/3/2,hokkaido_tokachi,十勝,帯広,0.8,66.0,38.03272
2018/3/3,hokkaido_tokachi,十勝,帯広,0.3,50.0,39.5415
2018/3/4,hokkaido_tokachi,十勝,帯広,1.8,64.0,39.74648
2018/3/5,hokkaido_tokachi,十勝,帯広,-0.8,70.0,35.087599999999995
2018/3/6,hokkaido_tokachi,十勝,帯広,-3.9,54.0,33.334059999999994
2018/3/7,hokkaido_tokachi,十勝,帯広,-5.9,49.0,31.651909999999997
2018/3/8,hokkaido_tokachi,十勝,帯広,-5.3,73.0,27.737689999999997
2018/3/9,hokkaido_tokachi,十勝,帯広,2.3,86.0,37.82321999999999
2018/3/10,hokkaido_tokachi,十勝,帯広,0.2,60.0,38.0008
2018/3/11,hokkaido_tokachi,十勝,帯広,-2.4,75.0,31.848999999999997
2018/3/12,hokkaido_tokachi,十勝,帯広,-0.1,71.0,35.995709999999995
2018/3/13,hokkaido_tokachi,十勝,帯広,-0.1,70.0,36.1397
2018/3/14,hokkaido_tokachi,十勝,帯広,2.4,70.0,39.8972
2018/3/15,hokkaido_tokachi,十勝,帯広,2.8,82.0,39.11503999999999
2018/3/16,hokkaido_tokachi,十勝,帯広,0.5,53.0,39.388349999999996
2018/3/17,hokkaido_tokachi,十勝,帯広,-3.0,56.0,34.1988
2018/3/18,hokkaido_tokachi,十勝,帯広,0.2,56.0,38.564879999999995
2018/3/19,hokkaido_tokachi,十勝,帯広,1.2,58.0,39.66704
2018/3/20,hokkaido_tokachi,十勝,帯広,-1.6,51.0,36.90316
2018/3/21,hokkaido_tokachi,十勝,帯広,-3.3,65.0,32.20845
2018/3/22,hokkaido_tokachi,十勝,帯広,-0.7,75.0,34.488249999999994
2018/3/23,hokkaido_tokachi,十勝,帯広,1.1,66.0,38.47174
2018/3/24,hokkaido_tokachi,十勝,帯広,1.1,71.0,37.811189999999996
2018/3/25,hokkaido_tokachi,十勝,帯広,4.2,60.0,43.6168
2018/3/26,hokkaido_tokachi,十勝,帯広,5.1,58.0,45.065419999999996
2018/3/27,hokkaido_tokachi,十勝,帯広,3.1,73.0,40.61237
2018/3/28,hokkaido_tokachi,十勝,帯広,8.4,61.0,49.453759999999996
2018/3/29,hokkaido_tokachi,十勝,帯広,10.4,51.0,52.68196
2018/3/30,hokkaido_tokachi,十勝,帯広,5.2,40.0,46.8512
2018/3/31,hokkaido_tokachi,十勝,帯広,7.6,37.0,49.948879999999996
2018/4/1,hokkaido_tokachi,十勝,帯広,2.7,69.0,40.464369999999995
2018/4/2,hokkaido_tokachi,十勝,帯広,3.6,80.0,40.627199999999995
2018/4/3,hokkaido_tokachi,十勝,帯広,6.1,73.0,45.210469999999994
2018/4/4,hokkaido_tokachi,十勝,帯広,5.7,38.0,47.62734
2018/4/5,hokkaido_tokachi,十勝,帯広,2.5,42.0,43.3585
2018/4/6,hokkaido_tokachi,十勝,帯広,0.2,75.0,35.8855
2018/4/7,hokkaido_tokachi,十勝,帯広,2.9,72.0,40.42012
2018/4/8,hokkaido_tokachi,十勝,帯広,3.7,56.0,43.34028
2018/4/9,hokkaido_tokachi,十勝,帯広,4.4,57.0,44.195919999999994
2018/4/10,hokkaido_tokachi,十勝,帯広,7.1,40.0,49.142599999999995
2018/4/11,hokkaido_tokachi,十勝,帯広,5.5,79.0,43.75955
2018/4/12,hokkaido_tokachi,十勝,帯広,9.4,48.0,51.51688
2018/4/13,hokkaido_tokachi,十勝,帯広,3.9,52.0,44.030719999999995
2018/4/14,hokkaido_tokachi,十勝,帯広,4.7,59.0,44.41527
2018/4/15,hokkaido_tokachi,十勝,帯広,2.6,88.0,38.08712
2018/4/16,hokkaido_tokachi,十勝,帯広,6.0,59.0,46.227599999999995
2018/4/17,hokkaido_tokachi,十勝,帯広,9.9,45.0,52.29445
2018/4/18,hokkaido_tokachi,十勝,帯広,8.7,64.0,49.707319999999996
2018/4/19,hokkaido_tokachi,十勝,帯広,10.6,61.0,52.564339999999994
2018/4/20,hokkaido_tokachi,十勝,帯広,13.6,52.0,56.88128
2018/4/21,hokkaido_tokachi,十勝,帯広,16.6,46.0,60.72764
2018/4/22,hokkaido_tokachi,十勝,帯広,10.9,60.0,53.0236
2018/4/23,hokkaido_tokachi,十勝,帯広,8.0,65.0,48.632999999999996
2018/4/24,hokkaido_tokachi,十勝,帯広,7.4,75.0,47.0635
2018/4/25,hokkaido_tokachi,十勝,帯広,6.5,88.0,44.6438
2018/4/26,hokkaido_tokachi,十勝,帯広,10.6,61.0,52.564339999999994
2018/4/27,hokkaido_tokachi,十勝,帯広,10.7,52.0,53.039359999999995
2018/4/28,hokkaido_tokachi,十勝,帯広,9.8,44.0,52.21488
2018/4/29,hokkaido_tokachi,十勝,帯広,11.4,52.0,53.966719999999995
2018/4/30,hokkaido_tokachi,十勝,帯広,18.5,44.0,63.05159999999999
2018/5/1,hokkaido_tokachi,十勝,帯広,14.6,63.0,58.22302
2018/5/2,hokkaido_tokachi,十勝,帯広,9.4,73.0,50.26838
2018/5/3,hokkaido_tokachi,十勝,帯広,6.0,96.0,43.1344
2018/5/4,hokkaido_tokachi,十勝,帯広,10.4,79.0,51.56084
2018/5/5,hokkaido_tokachi,十勝,帯広,9.8,65.0,51.2493
2018/5/6,hokkaido_tokachi,十勝,帯広,8.2,77.0,48.18185999999999
2018/5/7,hokkaido_tokachi,十勝,帯広,9.4,71.0,50.36826
2018/5/8,hokkaido_tokachi,十勝,帯広,8.1,64.0,48.841159999999995
2018/5/9,hokkaido_tokachi,十勝,帯広,5.2,79.0,43.28192
2018/5/10,hokkaido_tokachi,十勝,帯広,6.6,73.0,45.97682
2018/5/11,hokkaido_tokachi,十勝,帯広,12.6,64.0,55.33736
2018/5/12,hokkaido_tokachi,十勝,帯広,18.5,44.0,63.05159999999999
2018/5/13,hokkaido_tokachi,十勝,帯広,12.9,78.0,55.55638
2018/5/14,hokkaido_tokachi,十勝,帯広,16.1,71.0,60.50469
2018/5/15,hokkaido_tokachi,十勝,帯広,17.4,60.0,62.14959999999999
2018/5/16,hokkaido_tokachi,十勝,帯広,14.7,72.0,58.38916
2018/5/17,hokkaido_tokachi,十勝,帯広,17.0,63.0,61.6639
2018/5/18,hokkaido_tokachi,十勝,帯広,9.1,71.0,49.91439
2018/5/19,hokkaido_tokachi,十勝,帯広,7.6,82.0,46.89968
2018/5/20,hokkaido_tokachi,十勝,帯広,11.6,59.0,54.03456
2018/5/21,hokkaido_tokachi,十勝,帯広,14.4,56.0,57.93936
2018/5/22,hokkaido_tokachi,十勝,帯広,14.9,68.0,58.67568
2018/5/23,hokkaido_tokachi,十勝,帯広,14.6,73.0,58.23842
2018/5/24,hokkaido_tokachi,十勝,帯広,14.1,80.0,57.4482
2018/5/25,hokkaido_tokachi,十勝,帯広,12.2,77.0,54.471059999999994
2018/5/26,hokkaido_tokachi,十勝,帯広,13.8,55.0,57.1271
2018/5/27,hokkaido_tokachi,十勝,帯広,12.4,68.0,54.96768
2018/5/28,hokkaido_tokachi,十勝,帯広,14.9,66.0,58.66665999999999
2018/5/29,hokkaido_tokachi,十勝,帯広,15.9,67.0,60.14447
2018/5/30,hokkaido_tokachi,十勝,帯広,15.0,83.0,58.906499999999994
2018/5/31,hokkaido_tokachi,十勝,帯広,15.7,99.0,60.247569999999996
2018/6/1,hokkaido_tokachi,十勝,帯広,13.6,76.0,56.68064
2018/6/2,hokkaido_tokachi,十勝,帯広,17.7,61.0,62.60303
2018/6/3,hokkaido_tokachi,十勝,帯広,18.9,67.0,64.56437
2018/6/4,hokkaido_tokachi,十勝,帯広,22.5,55.0,68.91125
2018/6/5,hokkaido_tokachi,十勝,帯広,17.7,79.0,63.18317
2018/6/6,hokkaido_tokachi,十勝,帯広,18.5,81.0,64.53715
2018/6/7,hokkaido_tokachi,十勝,帯広,20.4,76.0,67.30496
2018/6/8,hokkaido_tokachi,十勝,帯広,15.3,84.0,59.40448
2018/6/9,hokkaido_tokachi,十勝,帯広,8.9,85.0,48.84335
2018/6/10,hokkaido_tokachi,十勝,帯広,10.8,74.0,52.37808
2018/6/11,hokkaido_tokachi,十勝,帯広,11.2,91.0,52.449079999999995
2018/6/12,hokkaido_tokachi,十勝,帯広,9.3,94.0,49.04558
2018/6/13,hokkaido_tokachi,十勝,帯広,10.1,80.0,51.0402
2018/6/14,hokkaido_tokachi,十勝,帯広,10.9,67.0,52.777969999999996
2018/6/15,hokkaido_tokachi,十勝,帯広,10.4,70.0,51.9212
2018/6/16,hokkaido_tokachi,十勝,帯広,10.1,73.0,51.341269999999994
2018/6/17,hokkaido_tokachi,十勝,帯広,10.4,83.0,51.400679999999994
2018/6/18,hokkaido_tokachi,十勝,帯広,12.1,92.0,53.96567999999999
2018/6/19,hokkaido_tokachi,十勝,帯広,14.8,92.0,58.61184
2018/6/20,hokkaido_tokachi,十勝,帯広,14.1,94.0,57.400459999999995
2018/6/21,hokkaido_tokachi,十勝,帯広,13.8,95.0,56.8719
2018/6/22,hokkaido_tokachi,十勝,帯広,18.6,71.0,64.28694
2018/6/23,hokkaido_tokachi,十勝,帯広,21.5,59.0,67.83615
2018/6/24,hokkaido_tokachi,十勝,帯広,19.4,72.0,65.54632
2018/6/25,hokkaido_tokachi,十勝,帯広,15.2,72.0,59.15056
2018/6/26,hokkaido_tokachi,十勝,帯広,12.9,86.0,55.43406
2018/6/27,hokkaido_tokachi,十勝,帯広,13.6,97.0,56.50507999999999
2018/6/28,hokkaido_tokachi,十勝,帯広,21.2,75.0,68.488
2018/6/29,hokkaido_tokachi,十勝,帯広,17.4,94.0,63.144439999999996
2018/6/30,hokkaido_tokachi,十勝,帯広,22.4,77.0,70.50851999999999
2018/7/1,hokkaido_tokachi,十勝,帯広,19.9,96.0,67.60396
2018/7/2,hokkaido_tokachi,十勝,帯広,21.4,92.0,69.96912
2018/7/3,hokkaido_tokachi,十勝,帯広,20.8,97.0,69.25124
2018/7/4,hokkaido_tokachi,十勝,帯広,17.0,95.0,62.4735
2018/7/5,hokkaido_tokachi,十勝,帯広,11.1,95.0,52.14554999999999
2018/7/6,hokkaido_tokachi,十勝,帯広,13.2,76.0,56.055679999999995
2018/7/7,hokkaido_tokachi,十勝,帯広,10.8,97.0,51.54824
2018/7/8,hokkaido_tokachi,十勝,帯広,14.4,85.0,57.9266
2018/7/9,hokkaido_tokachi,十勝,帯広,15.4,91.0,59.63486
2018/7/10,hokkaido_tokachi,十勝,帯広,16.8,94.0,62.10008
2018/7/11,hokkaido_tokachi,十勝,帯広,17.8,87.0,63.60814
2018/7/12,hokkaido_tokachi,十勝,帯広,17.3,91.0,62.88557
2018/7/13,hokkaido_tokachi,十勝,帯広,19.3,91.0,66.30736999999999
2018/7/14,hokkaido_tokachi,十勝,帯広,19.0,89.0,65.7039
2018/7/15,hokkaido_tokachi,十勝,帯広,16.3,97.0,61.28489
2018/7/16,hokkaido_tokachi,十勝,帯広,22.8,74.0,70.88928
2018/7/17,hokkaido_tokachi,十勝,帯広,19.8,80.0,66.5796
2018/7/18,hokkaido_tokachi,十勝,帯広,18.2,81.0,64.05358
2018/7/19,hokkaido_tokachi,十勝,帯広,17.9,91.0,63.91211
2018/7/20,hokkaido_tokachi,十勝,帯広,21.4,88.0,69.69368
2018/7/21,hokkaido_tokachi,十勝,帯広,25.1,77.0,74.75373
2018/7/22,hokkaido_tokachi,十勝,帯広,24.4,67.0,72.66752
2018/7/23,hokkaido_tokachi,十勝,帯広,20.2,73.0,66.82154
2018/7/24,hokkaido_tokachi,十勝,帯広,21.0,75.0,68.1775
2018/7/25,hokkaido_tokachi,十勝,帯広,19.0,86.0,65.5686
2018/7/26,hokkaido_tokachi,十勝,帯広,19.5,90.0,66.5995
2018/7/27,hokkaido_tokachi,十勝,帯広,21.0,87.0,68.9563
2018/7/28,hokkaido_tokachi,十勝,帯広,20.7,91.0,68.70263
2018/7/29,hokkaido_tokachi,十勝,帯広,22.4,94.0,71.84743999999999
2018/7/30,hokkaido_tokachi,十勝,帯広,23.6,90.0,73.5736
2018/7/31,hokkaido_tokachi,十勝,帯広,25.2,84.0,75.65632
2018/8/1,hokkaido_tokachi,十勝,帯広,26.2,64.0,74.97032
2018/8/2,hokkaido_tokachi,十勝,帯広,24.3,62.0,72.03234
2018/8/3,hokkaido_tokachi,十勝,帯広,23.7,62.0,71.17805999999999
2018/8/4,hokkaido_tokachi,十勝,帯広,19.9,59.0,65.60558999999999
2018/8/5,hokkaido_tokachi,十勝,帯広,17.9,77.0,63.43317
2018/8/6,hokkaido_tokachi,十勝,帯広,18.3,72.0,63.87124
2018/8/7,hokkaido_tokachi,十勝,帯広,16.0,76.0,60.4304
2018/8/8,hokkaido_tokachi,十勝,帯広,18.1,77.0,63.74763
2018/8/9,hokkaido_tokachi,十勝,帯広,18.9,95.0,65.79945
2018/8/10,hokkaido_tokachi,十勝,帯広,19.8,91.0,67.16282
2018/8/11,hokkaido_tokachi,十勝,帯広,17.1,91.0,62.54339
2018/8/12,hokkaido_tokachi,十勝,帯広,19.8,86.0,66.89771999999999
2018/8/13,hokkaido_tokachi,十勝,帯広,21.3,87.0,69.45769
2018/8/14,hokkaido_tokachi,十勝,帯広,21.9,88.0,70.53428
2018/8/15,hokkaido_tokachi,十勝,帯広,18.3,99.0,64.90183
2018/8/16,hokkaido_tokachi,十勝,帯広,15.3,98.0,59.52306
2018/8/17,hokkaido_tokachi,十勝,帯広,15.0,80.0,58.89
2018/8/18,hokkaido_tokachi,十勝,帯広,16.3,69.0,60.770529999999994
2018/8/19,hokkaido_tokachi,十勝,帯広,17.0,83.0,62.1699
2018/8/20,hokkaido_tokachi,十勝,帯広,22.4,70.0,69.9572
2018/8/21,hokkaido_tokachi,十勝,帯広,20.5,86.0,68.0607
2018/8/22,hokkaido_tokachi,十勝,帯広,21.3,97.0,70.13638999999999
2018/8/23,hokkaido_tokachi,十勝,帯広,24.0,74.0,72.7404
2018/8/24,hokkaido_tokachi,十勝,帯広,19.8,88.0,67.00376
2018/8/25,hokkaido_tokachi,十勝,帯広,16.8,98.0,62.19336
2018/8/26,hokkaido_tokachi,十勝,帯広,20.2,78.0,67.10643999999999
2018/8/27,hokkaido_tokachi,十勝,帯広,19.4,78.0,65.84067999999999
2018/8/28,hokkaido_tokachi,十勝,帯広,16.6,92.0,61.70928
2018/8/29,hokkaido_tokachi,十勝,帯広,16.4,88.0,61.287679999999995
2018/8/30,hokkaido_tokachi,十勝,帯広,15.4,98.0,59.70108
2018/8/31,hokkaido_tokachi,十勝,帯広,19.6,92.0,66.87168
2018/9/1,hokkaido_tokachi,十勝,帯広,20.0,79.0,66.845
2018/9/2,hokkaido_tokachi,十勝,帯広,17.9,74.0,63.33054
2018/9/3,hokkaido_tokachi,十勝,帯広,16.0,90.0,60.646
2018/9/4,hokkaido_tokachi,十勝,帯広,16.7,99.0,62.03766999999999
2018/9/5,hokkaido_tokachi,十勝,帯広,24.4,72.0,73.16032
2018/9/6,hokkaido_tokachi,十勝,帯広,22.6,68.0,70.09631999999999
2018/9/7,hokkaido_tokachi,十勝,帯広,19.6,89.0,66.71856
2018/9/8,hokkaido_tokachi,十勝,帯広,21.9,70.0,69.2057
2018/9/9,hokkaido_tokachi,十勝,帯広,17.3,83.0,62.659409999999994
2018/9/10,hokkaido_tokachi,十勝,帯広,14.5,95.0,58.097249999999995
2018/9/11,hokkaido_tokachi,十勝,帯広,14.5,80.0,58.089
2018/9/12,hokkaido_tokachi,十勝,帯広,14.2,81.0,57.605979999999995
2018/9/13,hokkaido_tokachi,十勝,帯広,15.4,87.0,59.59702
2018/9/14,hokkaido_tokachi,十勝,帯広,20.0,80.0,66.9
2018/9/15,hokkaido_tokachi,十勝,帯広,19.1,77.0,65.31993
2018/9/16,hokkaido_tokachi,十勝,帯広,18.5,91.0,64.93865
2018/9/17,hokkaido_tokachi,十勝,帯広,20.6,66.0,67.00804
2018/9/18,hokkaido_tokachi,十勝,帯広,17.5,59.0,62.25975
2018/9/19,hokkaido_tokachi,十勝,帯広,16.7,58.0,61.122139999999995
2018/9/20,hokkaido_tokachi,十勝,帯広,16.9,57.0,61.374669999999995
2018/9/21,hokkaido_tokachi,十勝,帯広,15.4,68.0,59.41728
2018/9/22,hokkaido_tokachi,十勝,帯広,12.5,93.0,54.63475
2018/9/23,hokkaido_tokachi,十勝,帯広,16.3,91.0,61.17467
2018/9/24,hokkaido_tokachi,十勝,帯広,17.3,89.0,62.829029999999996
2018/9/25,hokkaido_tokachi,十勝,帯広,17.5,67.0,62.50175
2018/9/26,hokkaido_tokachi,十勝,帯広,15.5,71.0,59.59695
2018/9/27,hokkaido_tokachi,十勝,帯広,13.0,88.0,55.5716
2018/9/28,hokkaido_tokachi,十勝,帯広,14.0,79.0,57.292399999999994
2018/9/29,hokkaido_tokachi,十勝,帯広,13.4,86.0,56.264759999999995
2018/9/30,hokkaido_tokachi,十勝,帯広,14.0,95.0,57.221999999999994
2018/10/1,hokkaido_tokachi,十勝,帯広,16.7,88.0,61.79204
2018/10/2,hokkaido_tokachi,十勝,帯広,13.8,84.0,56.94208
2018/10/3,hokkaido_tokachi,十勝,帯広,14.1,73.0,57.472069999999995
2018/10/4,hokkaido_tokachi,十勝,帯広,13.4,61.0,56.52325999999999
2018/10/5,hokkaido_tokachi,十勝,帯広,12.4,77.0,54.78552
2018/10/6,hokkaido_tokachi,十勝,帯広,14.0,86.0,57.261599999999994
2018/10/7,hokkaido_tokachi,十勝,帯広,12.6,94.0,54.789559999999994
2018/10/8,hokkaido_tokachi,十勝,帯広,13.1,92.0,55.686479999999996
2018/10/9,hokkaido_tokachi,十勝,帯広,13.1,79.0,55.85951
2018/10/10,hokkaido_tokachi,十勝,帯広,12.0,79.0,54.1082
2018/10/11,hokkaido_tokachi,十勝,帯広,12.4,95.0,54.4212
2018/10/12,hokkaido_tokachi,十勝,帯広,14.1,79.0,57.451609999999995
2018/10/13,hokkaido_tokachi,十勝,帯広,12.2,70.0,54.626599999999996
2018/10/14,hokkaido_tokachi,十勝,帯広,10.2,84.0,51.03232
2018/10/15,hokkaido_tokachi,十勝,帯広,10.3,89.0,50.99133
2018/10/16,hokkaido_tokachi,十勝,帯広,10.7,84.0,51.85312
2018/10/17,hokkaido_tokachi,十勝,帯広,10.3,61.0,52.14017
2018/10/18,hokkaido_tokachi,十勝,帯広,8.0,70.0,48.31399999999999
2018/10/19,hokkaido_tokachi,十勝,帯広,7.3,76.0,46.83752
2018/10/20,hokkaido_tokachi,十勝,帯広,8.4,74.0,48.67584
2018/10/21,hokkaido_tokachi,十勝,帯広,9.9,68.0,51.259679999999996
2018/10/22,hokkaido_tokachi,十勝,帯広,8.7,82.0,48.683659999999996
2018/10/23,hokkaido_tokachi,十勝,帯広,11.0,84.0,52.3456
2018/10/24,hokkaido_tokachi,十勝,帯広,10.5,95.0,51.09524999999999
2018/10/25,hokkaido_tokachi,十勝,帯広,10.9,70.0,52.6727
2018/10/26,hokkaido_tokachi,十勝,帯広,10.6,71.0,52.18374
2018/10/27,hokkaido_tokachi,十勝,帯広,12.4,91.0,54.502159999999996
2018/10/28,hokkaido_tokachi,十勝,帯広,10.5,68.0,52.1496
2018/10/29,hokkaido_tokachi,十勝,帯広,9.0,74.0,49.6014
2018/10/30,hokkaido_tokachi,十勝,帯広,6.0,75.0,44.88999999999999
2018/10/31,hokkaido_tokachi,十勝,帯広,5.6,74.0,44.356559999999995
2018/11/1,hokkaido_tokachi,十勝,帯広,6.3,72.0,45.59764
2018/11/2,hokkaido_tokachi,十勝,帯広,6.2,74.0,45.28212
2018/11/3,hokkaido_tokachi,十勝,帯広,8.0,70.0,48.31399999999999
2018/11/4,hokkaido_tokachi,十勝,帯広,10.7,61.0,52.705729999999996
2018/11/5,hokkaido_tokachi,十勝,帯広,7.8,85.0,47.0267
2018/11/6,hokkaido_tokachi,十勝,帯広,10.9,75.0,52.497249999999994
2018/11/7,hokkaido_tokachi,十勝,帯広,9.3,61.0,50.72627
2018/11/8,hokkaido_tokachi,十勝,帯広,6.4,90.0,44.3164
2018/11/9,hokkaido_tokachi,十勝,帯広,7.8,95.0,46.3689
2018/11/10,hokkaido_tokachi,十勝,帯広,10.7,90.0,51.6307
2018/11/11,hokkaido_tokachi,十勝,帯広,8.8,65.0,49.7958
2018/11/12,hokkaido_tokachi,十勝,帯広,8.1,66.0,48.71554
2018/11/13,hokkaido_tokachi,十勝,帯広,6.7,68.0,46.513439999999996
2018/11/14,hokkaido_tokachi,十勝,帯広,4.6,64.0,43.78856
2018/11/15,hokkaido_tokachi,十勝,帯広,5.3,60.0,45.161199999999994
